NCT Number,Study Title,Study URL,Study Status,Conditions,Interventions,Sponsor,Collaborators,Phases,Study Type
NCT01962779,"Sleep, Aging and Risk for Alzheimer's Disease",https://clinicaltrials.gov/study/NCT01962779,COMPLETED,Sleep Disordered Breathing|Alzheimer's Disease,OTHER: Continuous positive airway pressure (CPAP),NYU Langone Health,"National Heart, Lung, and Blood Institute (NHLBI)",,INTERVENTIONAL
NCT03867253,Testing the Safety and Preliminary Efficacy of the New Drug ORY-2001 in Mild to Moderate Alzheimer's Disease,https://clinicaltrials.gov/study/NCT03867253,COMPLETED,Mild to Moderate Alzheimer's Disease,DRUG: ORY-2001 Low dose|DRUG: ORY-2001 High dose|DRUG: Placebo,Oryzon Genomics S.A.,Alzheimer's Drug Discovery Foundation,PHASE2,INTERVENTIONAL
NCT06651567,A Study to Assess the Efficacy and Safety of ITI-1284 in the Treatment of Agitation Associated With Alzheimer's Dementia,https://clinicaltrials.gov/study/NCT06651567,RECRUITING,Agitation Associated With Alzheimer's Dementia,DRUG: ITI-1284|DRUG: Placebo,"Intra-Cellular Therapies, Inc.",,PHASE2,INTERVENTIONAL
NCT03507790,A Study to Evaluate the Safety and Efficacy of CT1812 in Subjects With Mild to Moderate Alzheimer's Disease.,https://clinicaltrials.gov/study/NCT03507790,COMPLETED,Mild to Moderate Alzheimer's Disease,DRUG: CT1812|DRUG: Placebo,Cognition Therapeutics,National Institute on Aging (NIA),PHASE2,INTERVENTIONAL
NCT06540833,A Study to Assess the Efficacy and Safety of ITI-1284 in the Treatment of Psychosis Associated With Alzheimer's Disease,https://clinicaltrials.gov/study/NCT06540833,RECRUITING,Psychosis Associated With Alzheimer's Disease,DRUG: ITI-1284|DRUG: Placebo,"Intra-Cellular Therapies, Inc.",,PHASE2,INTERVENTIONAL
NCT00866060,Donepezil and Memantine in Moderate to Severe Alzheimer's Disease,https://clinicaltrials.gov/study/NCT00866060,UNKNOWN,Moderate to Severe Alzheimer's Disease,DRUG: Memantine|DRUG: Donepezil|DRUG: Placebo donepezil|DRUG: Placebo memantine,King's College London,,PHASE4,INTERVENTIONAL
NCT00355498,Amyloid Plaque and Tangle Imaging in Aging and Dementia,https://clinicaltrials.gov/study/NCT00355498,COMPLETED,Memory Disorders|Alzheimer's Disease,,"University of California, Los Angeles",National Institute on Aging (NIA),,OBSERVATIONAL
NCT00245206,Side Effects of Newer Antipsychotics in Older Adults,https://clinicaltrials.gov/study/NCT00245206,COMPLETED,Schizophrenia|Alzheimer's Disease|Dementia,DRUG: Aripiprazole|DRUG: Olanzapine|DRUG: Risperidone,Veterans Medical Research Foundation,National Institute of Mental Health (NIMH),PHASE4,INTERVENTIONAL
NCT01463384,Minocycline in Patients With Alzheimer's Disease,https://clinicaltrials.gov/study/NCT01463384,COMPLETED,Mild Cognitive Impairment|Alzheimer's Disease,DRUG: Minocycline,Huntington Medical Research Institutes,,PHASE2,INTERVENTIONAL
NCT06126224,A Study to Assess Efficacy and Safety of KarXT for the Treatment of Psychosis Associated With Alzheimer's Disease (ADEPT-2),https://clinicaltrials.gov/study/NCT06126224,ACTIVE_NOT_RECRUITING,Psychosis Associated With Alzheimer's Disease,DRUG: KarXT|DRUG: Placebo,Karuna Therapeutics,,PHASE3,INTERVENTIONAL
NCT05303701,GV1001 Subcutaneous for the Treatment of Moderate to Severe Alzheimer's Disease(AD),https://clinicaltrials.gov/study/NCT05303701,NOT_YET_RECRUITING,Moderate to Severe Alzheimer's Disease,DRUG: GV1001 Placebo|DRUG: GV1001 1.12mg,"Samsung Pharmaceutical Co., Ltd.",,PHASE3,INTERVENTIONAL
NCT01600469,NMDA-enhancing Agent for Treatment of Mild Cognitive Impairment and Mild Alzheimer's Disease,https://clinicaltrials.gov/study/NCT01600469,COMPLETED,Alzheimer's Disease|Mild Cognitive Impairment,DRUG: DAOI-B|OTHER: Placebo,Chang Gung Memorial Hospital,,PHASE2,INTERVENTIONAL
NCT05980949,Open-Label Extension Study to Assess the Long-Term Safety and Tolerability of KarXT in Subjects With Psychosis Associated With Alzheimer's Disease (ADEPT-3),https://clinicaltrials.gov/study/NCT05980949,RECRUITING,Psychosis Associated With Alzheimer's Disease,DRUG: KarXT,Karuna Therapeutics,,PHASE3,INTERVENTIONAL
NCT02573740,"Safety, Tolerability and the Effects on Cerebrospinal Fluid Spectrin Breakdown Product-145 Levels of ABT-957 in Subjects With Mild Alzheimer's Disease and Mild Cognitive Impairment",https://clinicaltrials.gov/study/NCT02573740,TERMINATED,Alzheimer's Disease|Mild Cognitive Impairment,DRUG: ABT-957|OTHER: Placebo,AbbVie,,PHASE1,INTERVENTIONAL
NCT02703636,"NextStep:Study to Evaluate Safety,Efficacy & Tolerability of Rivastigmine Patch in Mild to Moderate Alzheimer's Patients.",https://clinicaltrials.gov/study/NCT02703636,COMPLETED,Mild to Moderate Alzheimer's Disease,DRUG: Rivastigmine Patch,Novartis Pharmaceuticals,,PHASE4,INTERVENTIONAL
NCT05189210,GV1001 Subcutaneous(SC) for the Treatment of Mild to Moderate Alzheimer's Disease (AD),https://clinicaltrials.gov/study/NCT05189210,ACTIVE_NOT_RECRUITING,Mild to Moderate Alzheimer's Disease,DRUG: GV1001 Placebo|DRUG: GV1001 0.56mg|DRUG: GV1001 1.12mg,GemVax & Kael,,PHASE2,INTERVENTIONAL
NCT05542953,[18F]APN-1607 PET in Subjects With AD Compared to HC,https://clinicaltrials.gov/study/NCT05542953,UNKNOWN,Alzheimer's Disease|Mild Cognitive Impairment Due to Alzheimer's Disease|Healthy Volunteers,DRUG: [18F]APN-1607,APRINOIA Therapeutics,,PHASE3,INTERVENTIONAL
NCT00001235,Genetic Studies in Alzheimer's Disease,https://clinicaltrials.gov/study/NCT00001235,COMPLETED,Alzheimer's Disease|Nervous System Disease,,National Institute of Neurological Disorders and Stroke (NINDS),,,OBSERVATIONAL
NCT05511363,A Study to Assess Efficacy and Safety of KarXT for the Treatment of Psychosis Associated With Alzheimer's Disease (ADEPT-1),https://clinicaltrials.gov/study/NCT05511363,RECRUITING,Psychosis Associated With Alzheimer's Disease,DRUG: KarXT|DRUG: Placebo,Karuna Therapeutics,,PHASE3,INTERVENTIONAL
NCT01320527,A Clinical Trial of a Vitamin/Nutriceutical Formulation for Alzheimer's Disease,https://clinicaltrials.gov/study/NCT01320527,COMPLETED,Alzheimer's Disease|Mild Cognitive Impairment,DIETARY_SUPPLEMENT: Nutriceutical formulation|OTHER: Placebo,"University of Massachusetts, Worcester","University of Massachusetts, Lowell|Alzheimer's Association",PHASE2,INTERVENTIONAL
NCT04457973,Home-based Transcranial Direct Current Stimulation for Pain Management in Persons With Alzheimer's Disease and Related Dementias,https://clinicaltrials.gov/study/NCT04457973,COMPLETED,Alzheimer's Disease and Related Dementias,DEVICE: Active tDCS|DEVICE: Sham tDCS,Florida State University,National Institute of Nursing Research (NINR),,INTERVENTIONAL
NCT04229927,BPDO-1603 Intervention Trial in Patients With Moderate-to-severe Alzheimer's Disease,https://clinicaltrials.gov/study/NCT04229927,UNKNOWN,Moderate-to-severe Alzheimer's Disease,DRUG: BPDO-1603,"Hyundai Pharmaceutical Co., LTD.",,PHASE3,INTERVENTIONAL
NCT05644977,A Multiple Dose Trial of Emraclidine in Elderly Participants and in Participants With Dementia Due to Alzheimer's Disease,https://clinicaltrials.gov/study/NCT05644977,COMPLETED,Healthy Participants|Alzheimer's Disease Dementia,DRUG: Emraclidine|DRUG: Placebo,AbbVie,,PHASE1,INTERVENTIONAL
NCT06356337,A Light Exposure Tracker Designed to Improve Circadian Rhythms - Aim 1,https://clinicaltrials.gov/study/NCT06356337,COMPLETED,Alzheimer's Disease|Mild Cognitive Impairment,DEVICE: Light goggles|DEVICE: Orange glasses,Icahn School of Medicine at Mount Sinai,,,INTERVENTIONAL
NCT01078636,Alzheimer's Disease Neuroimaging Initiative Grand Opportunity,https://clinicaltrials.gov/study/NCT01078636,COMPLETED,Mild Cognitive Impairment|Alzheimer's Disease,,Alzheimer's Disease Cooperative Study (ADCS),Northern California Institute of Research and Education|National Institute on Aging (NIA),,OBSERVATIONAL
NCT05040217,A Clinical Trial of AAV2-BDNF Gene Therapy in Early Alzheimer's Disease and Mild Cognitive Impairment,https://clinicaltrials.gov/study/NCT05040217,RECRUITING,Alzheimer's Disease|Mild Cognitive Impairment,GENETIC: AAV2-BDNF Gene Therapy|BIOLOGICAL: AAV2-BDNF Gene Therapy,Mark Tuszynski,Ohio State University,PHASE1,INTERVENTIONAL
NCT01636596,Efficacy of Pulsatile IV Insulin on Cognition and Amyloid Burden in Patients With Alzheimer's Disease,https://clinicaltrials.gov/study/NCT01636596,WITHDRAWN,Alzheimer's Disease|Mild Cognitive Impairment,DRUG: Insulin LISPRO,Louisiana State University Health Sciences Center Shreveport,Acuity Center,,INTERVENTIONAL
NCT03740178,Multiple Dose Trial of MK-4334 in Participants With Alzheimer's Clinical Syndrome (MK-4334-005),https://clinicaltrials.gov/study/NCT03740178,WITHDRAWN,Alzheimer's Disease|Mild Cognitive Impairment,DRUG: MK-4334|DRUG: Placebo to MK-4334|DRUG: Donepepzil,Merck Sharp & Dohme LLC,,PHASE1,INTERVENTIONAL
NCT02089555,African American Alzheimer's Progression Markers - CSF and Neuro-Imaging,https://clinicaltrials.gov/study/NCT02089555,COMPLETED,Mild Cognitive Impairment|Alzheimer's Disease,PROCEDURE: Lumbar puncture|PROCEDURE: Blood draw|PROCEDURE: Magnetic Resonance Imaging (MRI),Emory University,National Institute on Aging (NIA),,OBSERVATIONAL
NCT00099242,Efficacy and Safety of the Rivastigmine Transdermal Patch in Patients With Probable Alzheimer's Disease,https://clinicaltrials.gov/study/NCT00099242,COMPLETED,"Alzheimer's Disease|Dementia, Alzheimer Type",DRUG: rivastigmine transdermal patch,Novartis Pharmaceuticals,,PHASE3,INTERVENTIONAL
NCT01315639,New Biomarker for Alzheimer's Disease Diagnostic,https://clinicaltrials.gov/study/NCT01315639,COMPLETED,Alzheimer's Disease|Mild Cognitive Impairment,"BIOLOGICAL: biomarkers, MRI and CSF",Assistance Publique - HÃ´pitaux de Paris,,,INTERVENTIONAL
NCT01993628,Construction-LBD (Constructional Apraxia in Alzheimer's Disease (AD) and Lewy Body's Dementia (LBD)),https://clinicaltrials.gov/study/NCT01993628,UNKNOWN,Alzheimer's Disease|Lewy Body's Dementia,OTHER: Rey figure test|OTHER: MRI,"University Hospital, Strasbourg, France",,,INTERVENTIONAL
NCT05924529,Alzheimer's Disease and Related Dementias (ADRD) Prevalence in American Samoa,https://clinicaltrials.gov/study/NCT05924529,RECRUITING,Alzheimer's Disease and Related Dementia,,American Samoa Community Cancer Coalition,"National Institutes of Health (NIH)|University of Miami|University of California, San Francisco|University of Hawaii",,OBSERVATIONAL
NCT01099332,Trial of Novel Oral Zinc Cysteine Preparation in Alzheimer's Disease,https://clinicaltrials.gov/study/NCT01099332,UNKNOWN,Alzheimer's Disease|Mild Cognitive Impairment,OTHER: Gastro-retentive zinc cysteine tablet|OTHER: Tablet identical physically to active comparator containing some lactose,Adeona Pharmaceuticals,,PHASE1|PHASE2,INTERVENTIONAL
NCT01325259,FluoroAv45 Imaging Research-in Alzheimer's Disease,https://clinicaltrials.gov/study/NCT01325259,COMPLETED,Alzheimer's Disease|Mild Cognitive Impairment,OTHER: neuropsychologic assessment|RADIATION: [18F]AV-45 PET|RADIATION: 18-FDG PET|OTHER: MRI,"University Hospital, Tours",,PHASE2,INTERVENTIONAL
NCT00322153,A Study of the Safety and Efficacy of Memantine in Moderate to Severe Alzheimer's Disease,https://clinicaltrials.gov/study/NCT00322153,COMPLETED,Dementia of the Alzheimer's Type,DRUG: memantine ER|DRUG: Placebo,Forest Laboratories,,PHASE3,INTERVENTIONAL
NCT02434666,Long Term Extension Safety Study in Patients With Dementia of the Alzheimer's Type Who Completed Study CPC-001-07,https://clinicaltrials.gov/study/NCT02434666,COMPLETED,Dementia of the Alzheimer's Type,DRUG: CPC-201,"Chase Pharmaceuticals Corporation, an affiliate of Allergan plc",,PHASE2,INTERVENTIONAL
NCT05255068,OPTIMAL in NH Residents With Dementia,https://clinicaltrials.gov/study/NCT05255068,COMPLETED,Alzheimer's Disease and Related Dementias,BEHAVIORAL: OPTIMAL,University of Iowa,National Institute on Aging (NIA),,INTERVENTIONAL
NCT02886494,A Study to Evaluate Efficacy and Safety of BAC in Patient With Alzheimer's Disease or Vascular Dementia,https://clinicaltrials.gov/study/NCT02886494,COMPLETED,Alzheimer's Disease or Vascular Dementia,DRUG: BAC treatment|DRUG: Matched vehicle,Charsire Biotechnology Corp.,,PHASE2,INTERVENTIONAL
NCT05825404,Smart Lighting for Nursing Home Residents With Dementia,https://clinicaltrials.gov/study/NCT05825404,COMPLETED,Alzheimer's Disease and Related Dementias,DEVICE: Smart Ambient Bright Light (SABL)|OTHER: Control,Penn State University,,,INTERVENTIONAL
NCT05254873,Long-term Follow-up of Patients Included in the EYE-TAR(MA) Study.,https://clinicaltrials.gov/study/NCT05254873,COMPLETED,Alzheimer's Dementia (AD)|Family Caregivers,OTHER: Long term follow-up,Association de Recherche Bibliographique pour les Neurosciences,Centre Hospitalier Princesse Grace,,OBSERVATIONAL
NCT05596994,7T MRI for Light Therapy in Patients With Mild Cognitive Impairment and Mild AD,https://clinicaltrials.gov/study/NCT05596994,RECRUITING,Mild Cognitive Impairment|Alzheimer's Disease,DEVICE: Lighting Intervention Therapy|DEVICE: Sham LIT,Icahn School of Medicine at Mount Sinai,National Institute on Aging (NIA),,INTERVENTIONAL
NCT02087865,Effects of Donepezil HCL on Task-Activated fMRI Brain Activation in Healthy Older Adults at Genetic Risk for Alzheimer's Disease,https://clinicaltrials.gov/study/NCT02087865,COMPLETED,Genetic Risk for Alzheimer's Disease,DRUG: donepezil HCL|DRUG: Placebo,The Cleveland Clinic,National Institute on Aging (NIA),PHASE4,INTERVENTIONAL
NCT01832350,Nuedexta in the Treatment of Pseudobulbar Affect in Patients With Alzheimer's Disease,https://clinicaltrials.gov/study/NCT01832350,TERMINATED,Alzheimer's Disease|Pseudobulbar Affect (PBA),DRUG: Nuedexta (20/10),"St. Joseph's Hospital and Medical Center, Phoenix",Avanir Pharmaceuticals,PHASE4,INTERVENTIONAL
NCT01039701,"4 Week, Safety and Tolerability Study in Patients With Mild to Moderate Alzheimer's Disease",https://clinicaltrials.gov/study/NCT01039701,COMPLETED,Mild to Moderate Alzheimer's Disease,DRUG: AZD1446|DRUG: Placebo,AstraZeneca,,PHASE2,INTERVENTIONAL
NCT04666077,Music Therapy Experiences in Patients With Mild Cognitive Impairment (MCI) and Alzheimer's Disease (AD),https://clinicaltrials.gov/study/NCT04666077,RECRUITING,Alzheimer's Disease|Mild Cognitive Impairment,"BEHAVIORAL: Home-based MT through Supervised, Supported Singing (H3S)|BEHAVIORAL: Individualized Music Therapy (IMT)|OTHER: Attention Control (AtCon)",Icahn School of Medicine at Mount Sinai,,,INTERVENTIONAL
NCT01028053,Assess the Prognostic Usefulness of Flutemetamol (18F) Injection for Identifying Subjects With Amnestic Mild Cognitive Impairment Who Will Convert to Clinically Probable Alzheimer's Disease,https://clinicaltrials.gov/study/NCT01028053,COMPLETED,Mild Cognitive Impairment|Alzheimer's Disease,DRUG: Flutemetamol (18F) Injection,GE Healthcare,"Medpace, Inc.|i3 Statprobe|i3 Research|Quintiles, Inc.",PHASE3,INTERVENTIONAL
NCT01255163,A Pilot Clinical Trial of Exendin-4 in Alzheimer's Disease,https://clinicaltrials.gov/study/NCT01255163,TERMINATED,Alzheimer's Disease|Mild Cognitive Impairment,DRUG: Exendin-4 SC|DRUG: Placebo SC,National Institute on Aging (NIA),,PHASE2,INTERVENTIONAL
NCT01035164,Evaluation of ZK 6032924 in Probable Alzheimer's Disease Patients Versus Healthy Volunteers and the Radiation Dosimetry of ZK 6032924 in Healthy Volunteers,https://clinicaltrials.gov/study/NCT01035164,COMPLETED,Positron-Emission Tomography|Alzheimer's Disease,DRUG: F-18 FEDAA1106 (BAY85-8101)|DRUG: F-18 FEDAA1106 (BAY85-8101)|DRUG: F-18 FEDAA1106 (BAY85-8101),Bayer,,PHASE1,INTERVENTIONAL
NCT01297218,The Safety and The Efficacy Evaluation of NEUROSTEMÂ®-AD in Patients With Alzheimer's Disease,https://clinicaltrials.gov/study/NCT01297218,COMPLETED,Dementia of the Alzheimer's Type,BIOLOGICAL: Human Umbilical Cord Blood Derived-Mesenchymal Stem Cells,Medipost Co Ltd.,,PHASE1,INTERVENTIONAL
NCT02848404,Therapeutic Efficacy of Categorical Language Fluency Smartphone Game Application,https://clinicaltrials.gov/study/NCT02848404,COMPLETED,Mild Cognitive Impairment|Alzheimer's Disease,DEVICE: Categorical Language Fluency Smartphone Application,Seoul National University Bundang Hospital,"Seoul National University|Ministry of Science and ICT, Republic of Korea",,INTERVENTIONAL
NCT05153941,Diagnosis and Monitoring of Disease Progression Using Deep Neuro Signatures,https://clinicaltrials.gov/study/NCT05153941,RECRUITING,Alzheimer's Disease|Mild Cognitive Impairment,,Altoida,"Eisai Co., Ltd.|Ionian University",,OBSERVATIONAL
NCT01661673,"Safety, Tolerability, Pharmacokinetics of EVP-0962 and Effects of EVP-0962 on Cerebral Spinal Fluid Amyloid Concentrations in Healthy Subjects and in Subjects With Mild Cognitive Impairment or Early Alzheimer's Disease",https://clinicaltrials.gov/study/NCT01661673,COMPLETED,Mild Cognitive Impairment|Alzheimer's Disease,DRUG: EVP-0962|DRUG: Placebo,FORUM Pharmaceuticals Inc,Parexel,PHASE2,INTERVENTIONAL
NCT00375557,Safety and Efficacy of Divalproex and Quetiapine in Elderly Alzheimer's Dementia Patients,https://clinicaltrials.gov/study/NCT00375557,WITHDRAWN,Alzheimer's Disease|Dementia|Behavioral Symptoms,DRUG: Divalproex ER|DRUG: Quetiapine,University of Cincinnati,Abbott,PHASE4,INTERVENTIONAL
NCT01662882,"A Phase II Trial of Florbetapir (18F) Positron Emission Tomography (PET) Imaging in Japan of Healthy Volunteers, Patients With Mild Cognitive Impairment (MCI) and Patients With Alzheimer's Disease (AD)",https://clinicaltrials.gov/study/NCT01662882,COMPLETED,Alzheimer's Disease|Mild Cognitive Impairment,DRUG: florbetapir (18F),Avid Radiopharmaceuticals,Eli Lilly and Company,PHASE2|PHASE3,INTERVENTIONAL
NCT02814045,Role of Hypoxia Ans Sleep Fragmentation in Alzheimer's Disease. and Sleep Fragmentation.,https://clinicaltrials.gov/study/NCT02814045,COMPLETED,Alzheimer's Disease|Obstructive Sleep Apnea,,Sociedad EspaÃ±ola de NeumologÃ­a y CirugÃ­a TorÃ¡cica,,,OBSERVATIONAL
NCT01922258,Safety and Tolerability Study of Flexible Dosing of Brexpiprazole in the Treatment of Subjects With Agitation Associated With Dementia of the Alzheimer's Type,https://clinicaltrials.gov/study/NCT01922258,COMPLETED,Agitation Associated With|Alzheimer's Disease|Alzheimer's Type|Mental Disorder|Nervous System Diseases,"DRUG: Brexpiprazole, OPC-34712","Otsuka Pharmaceutical Development & Commercialization, Inc.",H. Lundbeck A/S,PHASE3,INTERVENTIONAL
NCT04769024,Virtual Reality Intervention for the Reduction of Behavioral and Psychological Symptoms of Dementia,https://clinicaltrials.gov/study/NCT04769024,COMPLETED,Dementia|Alzheimer's Disease|Neurocognitive Disorders,DEVICE: LUMEEN Virtual Reality sessions|BEHAVIORAL: Control/non-digital stimulation sessions,Hospices Civils de Lyon,,,INTERVENTIONAL
NCT02192554,Safety Follow-up Study for Subjects With Agitation Associated With Dementia of the Alzheimer's Type Who Previously Participated in a Double-blind Trial of Brexpiprazole or Placebo,https://clinicaltrials.gov/study/NCT02192554,COMPLETED,Agitation Associated With Alzheimer's Disease|Alzheimer's Type|Mental Disorder|Nervous System Diseases,,"Otsuka Pharmaceutical Development & Commercialization, Inc.",H. Lundbeck A/S,,OBSERVATIONAL
